section_id,date,time_window_start,time_window_end,occupied,train_count,traffic_density
SEC005,2025-01-01,16:00,18:00,True,1,0.267
SEC005,2025-01-01,18:00,20:00,True,1,0.267
SEC005,2025-01-01,20:00,22:00,True,4,1.0
SEC005,2025-01-01,22:00,00:00,True,2,0.533
SEC006,2025-01-01,00:00,02:00,False,0,0.0
SEC006,2025-01-01,02:00,04:00,True,1,0.207
SEC006,2025-01-01,04:00,06:00,True,3,0.621
SEC006,2025-01-01,06:00,08:00,False,0,0.0
SEC006,2025-01-01,08:00,10:00,True,2,0.414
SEC006,2025-01-01,10:00,12:00,True,4,0.828
SEC006,2025-01-01,12:00,14:00,True,2,0.414
SEC006,2025-01-01,14:00,16:00,True,1,0.207
SEC006,2025-01-01,16:00,18:00,True,2,0.414
SEC006,2025-01-01,18:00,20:00,True,4,0.828
SEC006,2025-01-01,20:00,22:00,True,2,0.414
SEC006,2025-01-01,22:00,00:00,True,3,0.621
SEC007,2025-01-01,00:00,02:00,False,0,0.0
SEC007,2025-01-01,02:00,04:00,True,1,0.176
SEC007,2025-01-01,04:00,06:00,True,1,0.176
SEC007,2025-01-01,06:00,08:00,False,0,0.0
SEC007,2025-01-01,08:00,10:00,True,2,0.353
SEC007,2025-01-01,10:00,12:00,False,0,0.0
SEC007,2025-01-01,12:00,14:00,True,4,0.706
SEC007,2025-01-01,14:00,16:00,True,1,0.176
SEC007,2025-01-01,16:00,18:00,True,6,1.0
SEC007,2025-01-01,18:00,20:00,True,6,1.0
SEC007,2025-01-01,20:00,22:00,True,4,0.706
SEC007,2025-01-01,22:00,00:00,True,3,0.529
SEC008,2025-01-01,00:00,02:00,True,2,0.462
SEC008,2025-01-01,02:00,04:00,True,1,0.231
SEC008,2025-01-01,04:00,06:00,True,2,0.462
SEC008,2025-01-01,06:00,08:00,False,0,0.0
SEC008,2025-01-01,08:00,10:00,False,0,0.0
SEC008,2025-01-01,10:00,12:00,True,3,0.692
SEC008,2025-01-01,12:00,14:00,True,2,0.462
SEC008,2025-01-01,14:00,16:00,True,1,0.231
SEC008,2025-01-01,16:00,18:00,True,4,0.923
SEC008,2025-01-01,18:00,20:00,True,9,1.0
SEC008,2025-01-01,20:00,22:00,True,2,0.462
SEC008,2025-01-01,22:00,00:00,True,2,0.462
SEC009,2025-01-01,00:00,02:00,True,2,0.369
SEC009,2025-01-01,02:00,04:00,False,0,0.0
SEC009,2025-01-01,04:00,06:00,True,2,0.369
SEC009,2025-01-01,06:00,08:00,False,0,0.0
SEC009,2025-01-01,08:00,10:00,False,0,0.0
SEC009,2025-01-01,10:00,12:00,True,3,0.554
SEC009,2025-01-01,12:00,14:00,True,3,0.554
SEC009,2025-01-01,14:00,16:00,False,0,0.0
SEC009,2025-01-01,16:00,18:00,True,3,0.554
SEC009,2025-01-01,18:00,20:00,True,7,1.0
SEC009,2025-01-01,20:00,22:00,True,1,0.185
SEC009,2025-01-01,22:00,00:00,True,3,0.554
SEC010,2025-01-01,00:00,02:00,True,2,0.6
SEC010,2025-01-01,02:00,04:00,True,2,0.6
SEC010,2025-01-01,04:00,06:00,True,1,0.3
SEC010,2025-01-01,06:00,08:00,True,1,0.3
SEC010,2025-01-01,08:00,10:00,True,1,0.3
SEC010,2025-01-01,10:00,12:00,True,4,1.0
SEC010,2025-01-01,12:00,14:00,True,2,0.6
SEC010,2025-01-01,14:00,16:00,True,3,0.9
SEC010,2025-01-01,16:00,18:00,True,4,1.0
SEC010,2025-01-01,18:00,20:00,True,2,0.6
SEC010,2025-01-01,20:00,22:00,True,4,1.0
SEC010,2025-01-01,22:00,00:00,True,2,0.6
SEC011,2025-01-01,00:00,02:00,True,1,0.279
SEC011,2025-01-01,02:00,04:00,True,3,0.837
SEC011,2025-01-01,04:00,06:00,True,1,0.279
SEC011,2025-01-01,06:00,08:00,False,0,0.0
SEC011,2025-01-01,08:00,10:00,False,0,0.0
SEC011,2025-01-01,10:00,12:00,True,7,1.0
SEC011,2025-01-01,12:00,14:00,True,2,0.558
SEC011,2025-01-01,14:00,16:00,True,3,0.837
SEC011,2025-01-01,16:00,18:00,True,3,0.837
SEC011,2025-01-01,18:00,20:00,True,3,0.837
SEC011,2025-01-01,20:00,22:00,True,3,0.837
SEC011,2025-01-01,22:00,00:00,True,2,0.558
SEC012,2025-01-01,00:00,02:00,False,0,0.0
SEC012,2025-01-01,02:00,04:00,False,0,0.0
SEC012,2025-01-01,04:00,06:00,False,0,0.0
SEC012,2025-01-01,06:00,08:00,True,2,0.444
SEC012,2025-01-01,08:00,10:00,True,2,0.444
SEC012,2025-01-01,10:00,12:00,True,4,0.889
SEC012,2025-01-01,12:00,14:00,True,2,0.444
SEC012,2025-01-01,14:00,16:00,True,3,0.667
SEC012,2025-01-01,16:00,18:00,True,4,0.889
SEC012,2025-01-01,18:00,20:00,True,1,0.222
SEC012,2025-01-01,20:00,22:00,False,0,0.0
SEC012,2025-01-01,22:00,00:00,True,2,0.444
SEC013,2025-01-01,00:00,02:00,False,0,0.0
SEC013,2025-01-01,02:00,04:00,False,0,0.0
SEC013,2025-01-01,04:00,06:00,False,0,0.0
SEC013,2025-01-01,06:00,08:00,True,2,0.429
SEC013,2025-01-01,08:00,10:00,True,1,0.214
SEC013,2025-01-01,10:00,12:00,True,4,0.857
SEC013,2025-01-01,12:00,14:00,True,2,0.429
SEC013,2025-01-01,14:00,16:00,True,2,0.429
SEC013,2025-01-01,16:00,18:00,True,4,0.857
SEC013,2025-01-01,18:00,20:00,True,1,0.214
SEC013,2025-01-01,20:00,22:00,True,2,0.429
SEC013,2025-01-01,22:00,00:00,True,2,0.429
SEC014,2025-01-01,00:00,02:00,True,2,0.558
SEC014,2025-01-01,02:00,04:00,True,1,0.279
SEC014,2025-01-01,04:00,06:00,True,1,0.279
SEC014,2025-01-01,06:00,08:00,True,2,0.558
SEC014,2025-01-01,08:00,10:00,True,2,0.558
SEC014,2025-01-01,10:00,12:00,True,5,1.0
SEC014,2025-01-01,12:00,14:00,True,3,0.837
SEC014,2025-01-01,14:00,16:00,False,0,0.0
SEC014,2025-01-01,16:00,18:00,True,3,0.837
SEC014,2025-01-01,18:00,20:00,True,1,0.279
SEC014,2025-01-01,20:00,22:00,True,5,1.0
SEC014,2025-01-01,22:00,00:00,True,4,1.0
SEC015,2025-01-01,00:00,02:00,True,1,0.211
SEC015,2025-01-01,02:00,04:00,False,0,0.0
SEC015,2025-01-01,04:00,06:00,False,0,0.0
SEC015,2025-01-01,06:00,08:00,True,3,0.632
SEC015,2025-01-01,08:00,10:00,True,5,1.0
SEC015,2025-01-01,10:00,12:00,True,4,0.842
SEC015,2025-01-01,12:00,14:00,True,2,0.421
SEC015,2025-01-01,14:00,16:00,True,4,0.842
SEC015,2025-01-01,16:00,18:00,True,3,0.632
SEC015,2025-01-01,18:00,20:00,True,3,0.632
SEC015,2025-01-01,20:00,22:00,True,5,1.0
SEC015,2025-01-01,22:00,00:00,True,6,1.0
SEC016,2025-01-01,00:00,02:00,True,2,0.375
SEC016,2025-01-01,02:00,04:00,False,0,0.0
SEC016,2025-01-01,04:00,06:00,False,0,0.0
SEC016,2025-01-01,06:00,08:00,True,3,0.562
SEC016,2025-01-01,08:00,10:00,True,4,0.75
SEC016,2025-01-01,10:00,12:00,True,2,0.375
SEC016,2025-01-01,12:00,14:00,True,7,1.0
SEC016,2025-01-01,14:00,16:00,True,2,0.375
SEC016,2025-01-01,16:00,18:00,True,2,0.375
SEC016,2025-01-01,18:00,20:00,True,3,0.562
SEC016,2025-01-01,20:00,22:00,True,4,0.75
SEC016,2025-01-01,22:00,00:00,True,5,0.938
SEC017,2025-01-01,00:00,02:00,False,0,0.0
SEC017,2025-01-01,02:00,04:00,False,0,0.0
SEC017,2025-01-01,04:00,06:00,True,4,1.0
SEC017,2025-01-01,06:00,08:00,True,2,0.533
SEC017,2025-01-01,08:00,10:00,True,8,1.0
SEC017,2025-01-01,10:00,12:00,True,5,1.0
SEC017,2025-01-01,12:00,14:00,True,5,1.0
SEC017,2025-01-01,14:00,16:00,False,0,0.0
SEC017,2025-01-01,16:00,18:00,True,2,0.533
SEC017,2025-01-01,18:00,20:00,True,3,0.8
SEC017,2025-01-01,20:00,22:00,True,3,0.8
SEC017,2025-01-01,22:00,00:00,True,6,1.0
SEC018,2025-01-01,00:00,02:00,True,2,0.6
SEC018,2025-01-01,02:00,04:00,True,2,0.6
SEC018,2025-01-01,04:00,06:00,True,2,0.6
SEC018,2025-01-01,06:00,08:00,True,2,0.6
SEC018,2025-01-01,08:00,10:00,True,7,1.0
SEC018,2025-01-01,10:00,12:00,True,4,1.0
SEC018,2025-01-01,12:00,14:00,True,6,1.0
SEC018,2025-01-01,14:00,16:00,True,1,0.3
SEC018,2025-01-01,16:00,18:00,True,4,1.0
SEC018,2025-01-01,18:00,20:00,True,4,1.0
SEC018,2025-01-01,20:00,22:00,True,5,1.0
SEC018,2025-01-01,22:00,00:00,True,4,1.0
SEC019,2025-01-01,00:00,02:00,True,2,0.558
SEC019,2025-01-01,02:00,04:00,True,2,0.558
SEC019,2025-01-01,04:00,06:00,True,1,0.279
SEC019,2025-01-01,06:00,08:00,True,4,1.0
SEC019,2025-01-01,08:00,10:00,True,6,1.0
SEC019,2025-01-01,10:00,12:00,True,7,1.0
SEC019,2025-01-01,12:00,14:00,True,3,0.837
SEC019,2025-01-01,14:00,16:00,True,4,1.0
SEC019,2025-01-01,16:00,18:00,True,4,1.0
SEC019,2025-01-01,18:00,20:00,True,8,1.0
SEC019,2025-01-01,20:00,22:00,True,3,0.837
SEC019,2025-01-01,22:00,00:00,True,3,0.837
SEC020,2025-01-01,00:00,02:00,False,0,0.0
SEC020,2025-01-01,02:00,04:00,True,1,0.255
SEC020,2025-01-01,04:00,06:00,True,2,0.511
SEC020,2025-01-01,06:00,08:00,True,3,0.766
SEC020,2025-01-01,08:00,10:00,True,5,1.0
SEC020,2025-01-01,10:00,12:00,True,2,0.511
SEC020,2025-01-01,12:00,14:00,True,2,0.511
SEC020,2025-01-01,14:00,16:00,True,1,0.255
SEC020,2025-01-01,16:00,18:00,True,4,1.0
SEC020,2025-01-01,18:00,20:00,True,4,1.0
SEC020,2025-01-01,20:00,22:00,True,3,0.766
SEC020,2025-01-01,22:00,00:00,True,2,0.511
SEC021,2025-01-01,00:00,02:00,False,0,0.0
SEC021,2025-01-01,02:00,04:00,False,0,0.0
SEC021,2025-01-01,04:00,06:00,True,2,0.511
SEC021,2025-01-01,06:00,08:00,True,2,0.511
SEC021,2025-01-01,08:00,10:00,True,4,1.0
SEC021,2025-01-01,10:00,12:00,True,3,0.766
SEC021,2025-01-01,12:00,14:00,True,1,0.255
SEC021,2025-01-01,14:00,16:00,True,1,0.255
SEC021,2025-01-01,16:00,18:00,True,2,0.511
SEC021,2025-01-01,18:00,20:00,True,4,1.0
SEC021,2025-01-01,20:00,22:00,True,3,0.766
SEC021,2025-01-01,22:00,00:00,True,1,0.255
SEC022,2025-01-01,00:00,02:00,True,2,0.615
SEC022,2025-01-01,02:00,04:00,True,1,0.308
SEC022,2025-01-01,04:00,06:00,True,1,0.308
SEC022,2025-01-01,06:00,08:00,True,2,0.615
SEC022,2025-01-01,08:00,10:00,True,5,1.0
SEC022,2025-01-01,10:00,12:00,True,6,1.0
SEC022,2025-01-01,12:00,14:00,False,0,0.0
SEC022,2025-01-01,14:00,16:00,True,1,0.308
SEC022,2025-01-01,16:00,18:00,True,2,0.615
SEC022,2025-01-01,18:00,20:00,True,6,1.0
SEC022,2025-01-01,20:00,22:00,True,2,0.615
SEC022,2025-01-01,22:00,00:00,True,2,0.615
SEC023,2025-01-01,00:00,02:00,True,2,0.571
SEC023,2025-01-01,02:00,04:00,True,3,0.857
SEC023,2025-01-01,04:00,06:00,False,0,0.0
SEC023,2025-01-01,06:00,08:00,True,1,0.286
SEC023,2025-01-01,08:00,10:00,True,6,1.0
SEC023,2025-01-01,10:00,12:00,True,7,1.0
SEC023,2025-01-01,12:00,14:00,True,2,0.571
SEC023,2025-01-01,14:00,16:00,False,0,0.0
SEC023,2025-01-01,16:00,18:00,True,4,1.0
SEC023,2025-01-01,18:00,20:00,True,4,1.0
SEC023,2025-01-01,20:00,22:00,True,2,0.571
SEC023,2025-01-01,22:00,00:00,True,2,0.571
SEC024,2025-01-01,00:00,02:00,True,3,0.562
SEC024,2025-01-01,02:00,04:00,True,2,0.375
SEC024,2025-01-01,04:00,06:00,False,0,0.0
SEC024,2025-01-01,06:00,08:00,True,2,0.375
SEC024,2025-01-01,08:00,10:00,True,6,1.0
SEC024,2025-01-01,10:00,12:00,True,3,0.562
SEC024,2025-01-01,12:00,14:00,True,4,0.75
SEC024,2025-01-01,14:00,16:00,True,1,0.188
SEC024,2025-01-01,16:00,18:00,True,5,0.938
SEC024,2025-01-01,18:00,20:00,True,3,0.562
SEC024,2025-01-01,20:00,22:00,False,0,0.0
SEC024,2025-01-01,22:00,00:00,False,0,0.0
SEC025,2025-01-01,00:00,02:00,True,3,0.878
SEC025,2025-01-01,02:00,04:00,False,0,0.0
SEC025,2025-01-01,04:00,06:00,False,0,0.0
SEC025,2025-01-01,06:00,08:00,True,2,0.585
SEC025,2025-01-01,08:00,10:00,True,3,0.878
SEC025,2025-01-01,10:00,12:00,True,5,1.0
SEC025,2025-01-01,12:00,14:00,True,2,0.585
SEC025,2025-01-01,14:00,16:00,True,4,1.0
SEC025,2025-01-01,16:00,18:00,True,4,1.0
SEC025,2025-01-01,18:00,20:00,True,3,0.878
SEC025,2025-01-01,20:00,22:00,True,4,1.0
SEC025,2025-01-01,22:00,00:00,True,2,0.585
SEC026,2025-01-01,00:00,02:00,True,2,0.364
SEC026,2025-01-01,02:00,04:00,True,1,0.182
SEC026,2025-01-01,04:00,06:00,True,3,0.545
SEC026,2025-01-01,06:00,08:00,True,4,0.727
SEC026,2025-01-01,08:00,10:00,True,4,0.727
SEC026,2025-01-01,10:00,12:00,True,4,0.727
SEC026,2025-01-01,12:00,14:00,True,3,0.545
SEC026,2025-01-01,14:00,16:00,True,3,0.545
SEC026,2025-01-01,16:00,18:00,True,1,0.182
SEC026,2025-01-01,18:00,20:00,True,5,0.909
SEC026,2025-01-01,20:00,22:00,True,3,0.545
SEC026,2025-01-01,22:00,00:00,True,1,0.182
SEC027,2025-01-01,00:00,02:00,True,2,0.522
SEC027,2025-01-01,02:00,04:00,True,1,0.261
SEC027,2025-01-01,04:00,06:00,False,0,0.0
SEC027,2025-01-01,06:00,08:00,True,3,0.783
SEC027,2025-01-01,08:00,10:00,True,5,1.0
SEC027,2025-01-01,10:00,12:00,True,4,1.0
SEC027,2025-01-01,12:00,14:00,True,5,1.0
SEC027,2025-01-01,14:00,16:00,True,1,0.261
SEC027,2025-01-01,16:00,18:00,True,2,0.522
SEC027,2025-01-01,18:00,20:00,True,6,1.0
SEC027,2025-01-01,20:00,22:00,True,2,0.522
SEC027,2025-01-01,22:00,00:00,True,5,1.0
SEC028,2025-01-01,00:00,02:00,True,1,0.286
SEC028,2025-01-01,02:00,04:00,False,0,0.0
SEC028,2025-01-01,04:00,06:00,True,3,0.857
SEC028,2025-01-01,06:00,08:00,True,2,0.571
SEC028,2025-01-01,08:00,10:00,True,6,1.0
SEC028,2025-01-01,10:00,12:00,True,4,1.0
SEC028,2025-01-01,12:00,14:00,True,6,1.0
SEC028,2025-01-01,14:00,16:00,True,4,1.0
SEC028,2025-01-01,16:00,18:00,True,3,0.857
SEC028,2025-01-01,18:00,20:00,True,3,0.857
SEC028,2025-01-01,20:00,22:00,True,1,0.286
SEC028,2025-01-01,22:00,00:00,False,0,0.0
SEC029,2025-01-01,00:00,02:00,True,1,0.214
SEC029,2025-01-01,02:00,04:00,False,0,0.0
SEC029,2025-01-01,04:00,06:00,True,3,0.643
SEC029,2025-01-01,06:00,08:00,True,2,0.429
SEC029,2025-01-01,08:00,10:00,True,5,1.0
SEC029,2025-01-01,10:00,12:00,True,6,1.0
SEC029,2025-01-01,12:00,14:00,True,5,1.0
SEC029,2025-01-01,14:00,16:00,True,5,1.0
SEC029,2025-01-01,16:00,18:00,True,3,0.643
SEC029,2025-01-01,18:00,20:00,True,5,1.0
SEC029,2025-01-01,20:00,22:00,True,1,0.214
SEC029,2025-01-01,22:00,00:00,True,2,0.429
SEC030,2025-01-01,00:00,02:00,True,1,0.261
SEC030,2025-01-01,02:00,04:00,True,2,0.522
SEC030,2025-01-01,04:00,06:00,True,2,0.522
SEC030,2025-01-01,06:00,08:00,True,1,0.261
SEC030,2025-01-01,08:00,10:00,True,4,1.0
SEC030,2025-01-01,10:00,12:00,True,4,1.0
SEC030,2025-01-01,12:00,14:00,True,2,0.522
SEC030,2025-01-01,14:00,16:00,True,2,0.522
SEC030,2025-01-01,16:00,18:00,False,0,0.0
SEC030,2025-01-01,18:00,20:00,True,5,1.0
SEC030,2025-01-01,20:00,22:00,True,2,0.522
SEC030,2025-01-01,22:00,00:00,True,1,0.261
SEC031,2025-01-01,00:00,02:00,True,1,0.267
SEC031,2025-01-01,02:00,04:00,True,4,1.0
SEC031,2025-01-01,04:00,06:00,True,1,0.267
SEC031,2025-01-01,06:00,08:00,True,4,1.0
SEC031,2025-01-01,08:00,10:00,True,4,1.0
SEC031,2025-01-01,10:00,12:00,True,4,1.0
SEC031,2025-01-01,12:00,14:00,True,2,0.533
SEC031,2025-01-01,14:00,16:00,True,3,0.8
SEC031,2025-01-01,16:00,18:00,False,0,0.0
SEC031,2025-01-01,18:00,20:00,True,5,1.0
SEC031,2025-01-01,20:00,22:00,False,0,0.0
SEC031,2025-01-01,22:00,00:00,True,2,0.533
SEC032,2025-01-01,00:00,02:00,True,1,0.3
SEC032,2025-01-01,02:00,04:00,True,3,0.9
SEC032,2025-01-01,04:00,06:00,True,2,0.6
SEC032,2025-01-01,06:00,08:00,True,3,0.9
SEC032,2025-01-01,08:00,10:00,True,7,1.0
SEC032,2025-01-01,10:00,12:00,True,4,1.0
SEC032,2025-01-01,12:00,14:00,True,4,1.0
SEC032,2025-01-01,14:00,16:00,True,2,0.6
SEC032,2025-01-01,16:00,18:00,True,1,0.3
SEC032,2025-01-01,18:00,20:00,True,2,0.6
SEC032,2025-01-01,20:00,22:00,True,3,0.9
SEC032,2025-01-01,22:00,00:00,True,2,0.6
SEC033,2025-01-01,00:00,02:00,True,1,0.222
SEC033,2025-01-01,02:00,04:00,True,1,0.222
SEC033,2025-01-01,04:00,06:00,False,0,0.0
SEC033,2025-01-01,06:00,08:00,True,1,0.222
SEC033,2025-01-01,08:00,10:00,True,4,0.889
SEC033,2025-01-01,10:00,12:00,True,2,0.444
SEC033,2025-01-01,12:00,14:00,True,1,0.222
SEC033,2025-01-01,14:00,16:00,True,4,0.889
SEC033,2025-01-01,16:00,18:00,True,1,0.222
SEC033,2025-01-01,18:00,20:00,True,2,0.444
SEC033,2025-01-01,20:00,22:00,True,1,0.222
SEC033,2025-01-01,22:00,00:00,True,2,0.444
SEC034,2025-01-01,00:00,02:00,False,0,0.0
SEC034,2025-01-01,02:00,04:00,False,0,0.0
SEC034,2025-01-01,04:00,06:00,False,0,0.0
SEC034,2025-01-01,06:00,08:00,False,0,0.0
SEC034,2025-01-01,08:00,10:00,True,6,1.0
SEC034,2025-01-01,10:00,12:00,True,1,0.261
SEC034,2025-01-01,12:00,14:00,True,2,0.522
SEC034,2025-01-01,14:00,16:00,True,3,0.783
SEC034,2025-01-01,16:00,18:00,True,1,0.261
SEC034,2025-01-01,18:00,20:00,True,2,0.522
SEC034,2025-01-01,20:00,22:00,True,5,1.0
SEC034,2025-01-01,22:00,00:00,False,0,0.0
SEC035,2025-01-01,00:00,02:00,True,3,0.571
SEC035,2025-01-01,02:00,04:00,True,1,0.19
SEC035,2025-01-01,04:00,06:00,False,0,0.0
SEC035,2025-01-01,06:00,08:00,True,1,0.19
SEC035,2025-01-01,08:00,10:00,True,2,0.381
SEC035,2025-01-01,10:00,12:00,True,4,0.762
SEC035,2025-01-01,12:00,14:00,True,5,0.952
SEC035,2025-01-01,14:00,16:00,True,3,0.571
SEC035,2025-01-01,16:00,18:00,True,1,0.19
SEC035,2025-01-01,18:00,20:00,True,3,0.571
SEC035,2025-01-01,20:00,22:00,True,4,0.762
SEC035,2025-01-01,22:00,00:00,True,2,0.381
SEC036,2025-01-01,00:00,02:00,True,1,0.171
SEC036,2025-01-01,02:00,04:00,True,1,0.171
SEC036,2025-01-01,04:00,06:00,True,1,0.171
SEC036,2025-01-01,06:00,08:00,False,0,0.0
SEC036,2025-01-01,08:00,10:00,True,1,0.171
SEC036,2025-01-01,10:00,12:00,True,3,0.514
SEC036,2025-01-01,12:00,14:00,True,5,0.857
SEC036,2025-01-01,14:00,16:00,True,3,0.514
SEC036,2025-01-01,16:00,18:00,True,1,0.171
SEC036,2025-01-01,18:00,20:00,True,3,0.514
SEC036,2025-01-01,20:00,22:00,True,5,0.857
SEC036,2025-01-01,22:00,00:00,True,3,0.514
SEC037,2025-01-01,00:00,02:00,True,2,0.558
SEC037,2025-01-01,02:00,04:00,True,1,0.279
SEC037,2025-01-01,04:00,06:00,True,1,0.279
SEC037,2025-01-01,06:00,08:00,False,0,0.0
SEC037,2025-01-01,08:00,10:00,False,0,0.0
SEC037,2025-01-01,10:00,12:00,True,1,0.279
SEC037,2025-01-01,12:00,14:00,True,4,1.0
SEC037,2025-01-01,14:00,16:00,True,2,0.558
SEC037,2025-01-01,16:00,18:00,True,1,0.279
SEC037,2025-01-01,18:00,20:00,True,3,0.837
SEC037,2025-01-01,20:00,22:00,True,4,1.0
SEC037,2025-01-01,22:00,00:00,True,3,0.837
SEC038,2025-01-01,00:00,02:00,True,1,0.203
SEC038,2025-01-01,02:00,04:00,False,0,0.0
SEC038,2025-01-01,04:00,06:00,True,1,0.203
SEC038,2025-01-01,06:00,08:00,True,2,0.407
SEC038,2025-01-01,08:00,10:00,True,3,0.61
SEC038,2025-01-01,10:00,12:00,True,5,1.0
SEC038,2025-01-01,12:00,14:00,True,5,1.0
SEC038,2025-01-01,14:00,16:00,False,0,0.0
SEC038,2025-01-01,16:00,18:00,True,4,0.814
SEC038,2025-01-01,18:00,20:00,True,2,0.407
SEC038,2025-01-01,20:00,22:00,True,3,0.61
SEC038,2025-01-01,22:00,00:00,True,4,0.814
SEC039,2025-01-01,00:00,02:00,True,1,0.255
SEC039,2025-01-01,02:00,04:00,True,1,0.255
SEC039,2025-01-01,04:00,06:00,True,1,0.255
SEC039,2025-01-01,06:00,08:00,True,3,0.766
SEC039,2025-01-01,08:00,10:00,True,3,0.766
SEC039,2025-01-01,10:00,12:00,True,5,1.0
SEC039,2025-01-01,12:00,14:00,True,1,0.255
SEC039,2025-01-01,14:00,16:00,True,2,0.511
SEC039,2025-01-01,16:00,18:00,True,4,1.0
SEC039,2025-01-01,18:00,20:00,True,4,1.0
SEC039,2025-01-01,20:00,22:00,True,5,1.0
SEC039,2025-01-01,22:00,00:00,True,4,1.0
SEC040,2025-01-01,00:00,02:00,True,1,0.545
SEC040,2025-01-01,02:00,04:00,False,0,0.0
SEC040,2025-01-01,04:00,06:00,False,0,0.0
SEC040,2025-01-01,06:00,08:00,True,1,0.545
SEC040,2025-01-01,08:00,10:00,False,0,0.0
SEC040,2025-01-01,10:00,12:00,True,5,1.0
SEC040,2025-01-01,12:00,14:00,True,5,1.0
SEC040,2025-01-01,14:00,16:00,False,0,0.0
SEC040,2025-01-01,16:00,18:00,True,4,1.0
SEC040,2025-01-01,18:00,20:00,True,4,1.0
SEC040,2025-01-01,20:00,22:00,True,3,1.0
SEC040,2025-01-01,22:00,00:00,True,2,1.0
SEC041,2025-01-01,00:00,02:00,True,1,0.48
SEC041,2025-01-01,02:00,04:00,True,1,0.48
SEC041,2025-01-01,04:00,06:00,False,0,0.0
SEC041,2025-01-01,06:00,08:00,True,2,0.96
SEC041,2025-01-01,08:00,10:00,True,2,0.96
SEC041,2025-01-01,10:00,12:00,True,6,1.0
SEC041,2025-01-01,12:00,14:00,True,3,1.0
SEC041,2025-01-01,14:00,16:00,True,1,0.48
SEC041,2025-01-01,16:00,18:00,True,3,1.0
SEC041,2025-01-01,18:00,20:00,True,5,1.0
SEC041,2025-01-01,20:00,22:00,True,2,0.96
SEC041,2025-01-01,22:00,00:00,True,3,1.0
SEC042,2025-01-01,00:00,02:00,True,2,0.686
SEC042,2025-01-01,02:00,04:00,True,1,0.343
SEC042,2025-01-01,04:00,06:00,False,0,0.0
SEC042,2025-01-01,06:00,08:00,True,2,0.686
SEC042,2025-01-01,08:00,10:00,True,3,1.0
